코드,시도,시군구,읍면동,위도,경도
4122031023,경기도,평택시,진위면,37.088664,127.118428
4122031024,경기도,평택시,진위면,37.1221,127.106053
4122031025,경기도,평택시,진위면,37.133545,127.094528
4122031026,경기도,평택시,진위면,37.121669,127.084489
4122031027,경기도,평택시,진위면,37.12392,127.07224
4122031028,경기도,평택시,진위면,37.123637,127.059984
4122031029,경기도,평택시,진위면,37.115621,127.077845
4122031030,경기도,평택시,진위면,37.106593,127.073954
4122031031,경기도,평택시,진위면,37.105666,127.058174
4122031032,경기도,평택시,진위면,37.096544,127.067827
4122032021,경기도,평택시,서탄면,37.108209,127.034589
4122032022,경기도,평택시,서탄면,37.116861,127.047569
4122032023,경기도,평택시,서탄면,37.122892,127.030633
4122032024,경기도,평택시,서탄면,37.12484,127.012005
4122032025,경기도,평택시,서탄면,37.108682,127.019465
4122032026,경기도,평택시,서탄면,37.096661,127.023517
4122032027,경기도,평택시,서탄면,37.098311,127.031156
4122032028,경기도,평택시,서탄면,37.074163,127.02314
4122032029,경기도,평택시,서탄면,37.070194,127.009487
4122032030,경기도,평택시,서탄면,37.078244,126.997468
4122033021,경기도,평택시,고덕면,37.070983,127.033517
4122033022,경기도,평택시,고덕면,37.06276,127.020559
4122033023,경기도,평택시,고덕면,37.062773,127.01002
4122033024,경기도,평택시,고덕면,37.051635,127.004731
4122033025,경기도,평택시,고덕면,37.033378,127.015935
4122033026,경기도,평택시,고덕면,37.017167,127.028847
4122033027,경기도,평택시,고덕면,37.006326,127.045469
4122033028,경기도,평택시,고덕면,37.016197,127.043449
4122033029,경기도,평택시,고덕면,37.042861,127.050242
4122033030,경기도,평택시,고덕면,37.04752,127.027583
4122033031,경기도,평택시,고덕면,37.044818,127.01624
4122034021,경기도,평택시,오성면,37.004323,126.980344
4122034022,경기도,평택시,오성면,37.004538,126.998936
4122034023,경기도,평택시,오성면,37.00695,127.009633
4122034024,경기도,평택시,오성면,37.018505,126.999617
4122034025,경기도,평택시,오성면,37.022269,126.967576
4122034026,경기도,평택시,오성면,37.009289,126.96873
4122034027,경기도,평택시,오성면,36.986024,126.968556
4122034028,경기도,평택시,오성면,36.989765,126.992956
4122034029,경기도,평택시,오성면,36.992203,127.019556
4122037021,경기도,평택시,현덕면,36.959327,126.910226
4122037022,경기도,평택시,현덕면,36.977579,126.894882
4122037023,경기도,평택시,현덕면,36.969987,126.912487
4122037024,경기도,평택시,현덕면,36.95989,126.934276
4122037025,경기도,평택시,현덕면,36.965098,126.923658
4122037026,경기도,평택시,현덕면,36.95303,126.955651
4122037027,경기도,평택시,현덕면,36.936431,126.966658
4122037028,경기도,평택시,현덕면,36.938488,126.94592
4122037029,경기도,평택시,현덕면,36.940011,126.922153
4122037030,경기도,평택시,현덕면,36.923282,126.912566
4122037031,경기도,평택시,현덕면,36.938179,126.902225
4122037032,경기도,평택시,현덕면,36.952577,126.897303
4125010100,경기도,동두천시,송내동,37.881,127.059578
4125010200,경기도,동두천시,지행동,37.8921,127.057256
4125010300,경기도,동두천시,생연동,37.905694,127.056669
4125010400,경기도,동두천시,광암동,37.896883,127.08799
4125010500,경기도,동두천시,걸산동,37.924482,127.102021
4125010600,경기도,동두천시,보산동,37.916631,127.05865
4125010700,경기도,동두천시,동두천동,37.931459,127.056916
4125010800,경기도,동두천시,안흥동,37.929943,127.03733
4125010900,경기도,동두천시,상봉암동,37.948429,127.05845
4125011000,경기도,동두천시,하봉암동,37.961199,127.06276
4125011100,경기도,동두천시,탑동동,37.887729,127.107951
4125011200,경기도,동두천시,상패동,37.908995,127.039747
4127110100,경기도,안산시 상록구,일동,37.312282,126.866832
4127110200,경기도,안산시 상록구,이동,37.309522,126.854413
4127110300,경기도,안산시 상록구,사동,37.293741,126.84864
4127110400,경기도,안산시 상록구,본오동,37.292096,126.866821
4127110500,경기도,안산시 상록구,팔곡이동,37.294216,126.88486
4127110600,경기도,안산시 상록구,양상동,37.348352,126.849185
4127110700,경기도,안산시 상록구,부곡동,37.332421,126.862625
4127110800,경기도,안산시 상록구,성포동,37.323259,126.846872
4127110900,경기도,안산시 상록구,월피동,37.334267,126.848377
4127111000,경기도,안산시 상록구,팔곡일동,37.306216,126.8927
4127111100,경기도,안산시 상록구,건건동,37.307826,126.904208
4127111200,경기도,안산시 상록구,사사동,37.298642,126.922895
4127111300,경기도,안산시 상록구,수암동,37.364045,126.878746
4127111400,경기도,안산시 상록구,장상동,37.35607,126.87421
4127111500,경기도,안산시 상록구,장하동,37.355446,126.863834
4127310100,경기도,안산시 단원구,고잔동,37.320881,126.831077
4127310200,경기도,안산시 단원구,와동,37.339341,126.823943
4127310300,경기도,안산시 단원구,신길동,37.333591,126.768859
4127310400,경기도,안산시 단원구,성곡동,37.313971,126.743568
4127310500,경기도,안산시 단원구,원시동,37.30786,126.78744
4127310600,경기도,안산시 단원구,목내동,37.305063,126.77328
4127310700,경기도,안산시 단원구,초지동,37.311471,126.812779
4127310800,경기도,안산시 단원구,원곡동,37.330457,126.794113
4127310900,경기도,안산시 단원구,선부동,37.343144,126.807686
4127311000,경기도,안산시 단원구,대부동동,37.243169,126.603058
4127311100,경기도,안산시 단원구,대부북동,37.260287,126.572757
4127311200,경기도,안산시 단원구,대부남동,37.21976,126.578365
4127311300,경기도,안산시 단원구,선감동,37.219444,126.635266
4127311400,경기도,안산시 단원구,풍도동,37.107014,126.412195
4127311500,경기도,안산시 단원구,화정동,37.356902,126.826044
4128110100,경기도,고양시 덕양구,주교동,37.659397,126.831641
4128110200,경기도,고양시 덕양구,원당동,37.677713,126.852924
4128110300,경기도,고양시 덕양구,신원동,37.670751,126.88226
4128110400,경기도,고양시 덕양구,원흥동,37.646529,126.871978
4128110500,경기도,고양시 덕양구,도내동,37.624087,126.863313
4128110600,경기도,고양시 덕양구,성사동,37.652344,126.844135
4128110700,경기도,고양시 덕양구,북한동,37.650319,126.96711
4128110800,경기도,고양시 덕양구,효자동,37.665677,126.95286
4128110900,경기도,고양시 덕양구,지축동,37.655954,126.919354
4128111000,경기도,고양시 덕양구,오금동,37.668205,126.902492
4128111100,경기도,고양시 덕양구,삼송동,37.652338,126.890154
4128111200,경기도,고양시 덕양구,동산동,37.6439,126.894571
4128111300,경기도,고양시 덕양구,용두동,37.624606,126.887042
4128111400,경기도,고양시 덕양구,벽제동,37.720984,126.908802
4128111500,경기도,고양시 덕양구,선유동,37.684213,126.908033
4128111600,경기도,고양시 덕양구,고양동,37.707562,126.900328
4128111700,경기도,고양시 덕양구,대자동,37.696188,126.887037
4128111800,경기도,고양시 덕양구,관산동,37.702135,126.861616
4128111900,경기도,고양시 덕양구,내유동,37.72276,126.850581
4128112000,경기도,고양시 덕양구,토당동,37.623407,126.819931
4128112100,경기도,고양시 덕양구,내곡동,37.640834,126.80753
4128112200,경기도,고양시 덕양구,대장동,37.637569,126.815041
4128112300,경기도,고양시 덕양구,화정동,37.638099,126.833358
4128112400,경기도,고양시 덕양구,강매동,37.605248,126.844032
4128112500,경기도,고양시 덕양구,행주내동,37.604488,126.824322
4128112600,경기도,고양시 덕양구,행주외동,37.603508,126.817387
4128112700,경기도,고양시 덕양구,신평동,37.624649,126.788164
4128112800,경기도,고양시 덕양구,행신동,37.620895,126.838836
4128112900,경기도,고양시 덕양구,화전동,37.605001,126.871217
4128113000,경기도,고양시 덕양구,현천동,37.59251,126.863915
4128113100,경기도,고양시 덕양구,덕은동,37.589329,126.872981
4128113200,경기도,고양시 덕양구,향동동,37.60079,126.893293
4128510100,경기도,고양시 일산동구,식사동,37.677984,126.812838
4128510200,경기도,고양시 일산동구,중산동,37.683852,126.786214
4128510300,경기도,고양시 일산동구,정발산동,37.670256,126.778201
4128510400,경기도,고양시 일산동구,장항동,37.644653,126.766178
4128510500,경기도,고양시 일산동구,마두동,37.660864,126.785236
4128510600,경기도,고양시 일산동구,백석동,37.6445,126.78614
4128510700,경기도,고양시 일산동구,풍동,37.666649,126.798331
4128510800,경기도,고양시 일산동구,산황동,37.651142,126.806115
4128510900,경기도,고양시 일산동구,사리현동,37.698956,126.842244
4128511000,경기도,고양시 일산동구,지영동,37.716084,126.829241
4128511100,경기도,고양시 일산동구,설문동,37.719896,126.80693
4128511200,경기도,고양시 일산동구,문봉동,37.702343,126.822118
4128511300,경기도,고양시 일산동구,성석동,37.704729,126.797077
4128710100,경기도,고양시 일산서구,일산동,37.685865,126.771783
4128710200,경기도,고양시 일산서구,주엽동,37.671126,126.76162
4128710300,경기도,고양시 일산서구,탄현동,37.694494,126.769864
4128710400,경기도,고양시 일산서구,대화동,37.675936,126.748116
4128710500,경기도,고양시 일산서구,덕이동,37.695744,126.743289
4128710600,경기도,고양시 일산서구,가좌동,37.693249,126.720468
4128710700,경기도,고양시 일산서구,구산동,37.687237,126.699598
4128710800,경기도,고양시 일산서구,법곳동,37.667432,126.717564
4129010100,경기도,과천시,관문동,37.440388,126.992698
4129010200,경기도,과천시,문원동,37.422793,127.004707
4129010300,경기도,과천시,갈현동,37.413582,126.982509
4129010400,경기도,과천시,막계동,37.434899,127.006906
4129010500,경기도,과천시,과천동,37.45018,127.001355
4129010600,경기도,과천시,주암동,37.4563,127.029077
4129010700,경기도,과천시,중앙동,37.431804,126.989329
4129010800,경기도,과천시,원문동,37.422327,126.992135
4129010900,경기도,과천시,별양동,37.425667,126.996208
4129011000,경기도,과천시,부림동,37.438203,126.997423
4131010100,경기도,구리시,갈매동,37.635713,127.116899
4131010200,경기도,구리시,사노동,37.635604,127.138959
4131010300,경기도,구리시,인창동,37.607493,127.135196
4131010400,경기도,구리시,교문동,37.596617,127.128473
4131010500,경기도,구리시,수택동,37.596337,127.14401
4131010600,경기도,구리시,아천동,37.572559,127.117131
4131010700,경기도,구리시,토평동,37.585945,127.149304
4136010100,경기도,남양주시,호평동,37.658434,127.246894
4136010200,경기도,남양주시,평내동,37.646494,127.236571
4136010300,경기도,남양주시,금곡동,37.633202,127.207735
4136010400,경기도,남양주시,일패동,37.621238,127.184242
4136010500,경기도,남양주시,이패동,37.607393,127.194059
4136010600,경기도,남양주시,삼패동,37.597384,127.197835
4136010800,경기도,남양주시,수석동,37.591568,127.174338
4136010900,경기도,남양주시,지금동,37.602275,127.168414
4136011000,경기도,남양주시,도농동,37.601443,127.15298
4136011100,경기도,남양주시,별내동,37.659408,127.116765
4136011200,경기도,남양주시,다산동,37.609643,127.15993
4136025021,경기도,남양주시,와부읍,37.589783,127.214963
4136025022,경기도,남양주시,와부읍,37.580158,127.231643
4136025023,경기도,남양주시,와부읍,37.550367,127.243285
4136025024,경기도,남양주시,와부읍,37.605895,127.253909
4136025025,경기도,남양주시,와부읍,37.611794,127.217381
4136025321,경기도,남양주시,진접읍,37.722554,127.182736
4136025322,경기도,남양주시,진접읍,37.70522,127.164676
4136025323,경기도,남양주시,진접읍,37.681575,127.15778
4136025324,경기도,남양주시,진접읍,37.696615,127.178172
4136025325,경기도,남양주시,진접읍,37.749896,127.197586
4136025326,경기도,남양주시,진접읍,37.749632,127.217299
4136025327,경기도,남양주시,진접읍,37.739592,127.223391
4136025328,경기도,남양주시,진접읍,37.720182,127.206285
4136025621,경기도,남양주시,화도읍,37.656327,127.30768
4136025622,경기도,남양주시,화도읍,37.660181,127.286849
4136025623,경기도,남양주시,화도읍,37.685389,127.304776
4136025624,경기도,남양주시,화도읍,37.670223,127.368086
4136025625,경기도,남양주시,화도읍,37.638246,127.355363
4136025626,경기도,남양주시,화도읍,37.66143,127.346903
4136025627,경기도,남양주시,화도읍,37.654822,127.331213
4136025628,경기도,남양주시,화도읍,37.643341,127.310304
4136025629,경기도,남양주시,화도읍,37.647621,127.286811
4136025630,경기도,남양주시,화도읍,37.627635,127.301211
4136025921,경기도,남양주시,진건읍,37.651229,127.18822
4136025922,경기도,남양주시,진건읍,37.635524,127.175247
4136025923,경기도,남양주시,진건읍,37.649256,127.16179
4136025924,경기도,남양주시,진건읍,37.666239,127.164111
4136025925,경기도,남양주시,진건읍,37.667397,127.184202
4136025926,경기도,남양주시,진건읍,37.663472,127.20398
4136026221,경기도,남양주시,오남읍,37.702425,127.196084
4136026222,경기도,남양주시,오남읍,37.692454,127.243034
4136026223,경기도,남양주시,오남읍,37.68898,127.209197
4136031021,경기도,남양주시,별내면,37.708633,127.116579
4136031022,경기도,남양주시,별내면,37.727906,127.131852
4136031023,경기도,남양주시,별내면,37.691025,127.129672
4136034021,경기도,남양주시,수동면,37.703897,127.325193
4136034022,경기도,남양주시,수동면,37.717996,127.303143
4136034023,경기도,남양주시,수동면,37.730561,127.278888
4136034024,경기도,남양주시,수동면,37.749943,127.287118
4136034025,경기도,남양주시,수동면,37.735428,127.309898
4136034026,경기도,남양주시,수동면,37.706721,127.332965
4136034027,경기도,남양주시,수동면,37.687075,127.336668
4136036021,경기도,남양주시,조안면,37.52765,127.290166
4136036022,경기도,남양주시,조안면,37.541391,127.295493
4136036023,경기도,남양주시,조안면,37.55771,127.305093
4136036024,경기도,남양주시,조안면,37.570746,127.318796
4136036025,경기도,남양주시,조안면,37.594567,127.329207
4136036026,경기도,남양주시,조안면,37.592656,127.293401
4136037021,경기도,남양주시,퇴계원면,37.651844,127.143738
4137010100,경기도,오산시,오산동,37.151248,127.06978
4137010200,경기도,오산시,부산동,37.152898,127.087847
4137010300,경기도,오산시,원동,37.143132,127.075074
4137010400,경기도,오산시,궐동,37.158657,127.060419
4137010500,경기도,오산시,청학동,37.152826,127.06053
4137010600,경기도,오산시,가장동,37.160022,127.036846
4137010700,경기도,오산시,금암동,37.173267,127.04969
4137010800,경기도,오산시,수청동,37.167106,127.062865
4137010900,경기도,오산시,은계동,37.160764,127.072313
4137011000,경기도,오산시,내삼미동,37.177746,127.060157
4137011100,경기도,오산시,외삼미동,37.192864,127.056312
4137011200,경기도,오산시,양산동,37.194199,127.026282
4137011300,경기도,오산시,세교동,37.186703,127.037662
4137011400,경기도,오산시,지곶동,37.177548,127.025981
4137011500,경기도,오산시,서랑동,37.174743,127.007461
4137011600,경기도,오산시,서동,37.150825,127.03692
4137011700,경기도,오산시,벌음동,37.14072,127.036792
4137011800,경기도,오산시,두곡동,37.130228,127.0447
4137011900,경기도,오산시,탑동,37.136436,127.049343
4137012000,경기도,오산시,누읍동,37.139986,127.053636
4137012100,경기도,오산시,가수동,37.147625,127.056863
4137012200,경기도,오산시,고현동,37.133552,127.084763
4137012300,경기도,오산시,청호동,37.130493,127.08537
4137012400,경기도,오산시,갈곶동,37.130854,127.070588
4139010100,경기도,시흥시,대야동,37.449032,126.788668
4139010200,경기도,시흥시,신천동,37.438394,126.782865
4139010300,경기도,시흥시,방산동,37.418422,126.769479
4139010400,경기도,시흥시,포동,37.405359,126.776844
4139010500,경기도,시흥시,미산동,37.419605,126.790693
4139010600,경기도,시흥시,은행동,37.43447,126.796361
4139010700,경기도,시흥시,안현동,37.42883,126.812397
4139010800,경기도,시흥시,매화동,37.416327,126.813667
4139010900,경기도,시흥시,도창동,37.40686,126.820808
4139011000,경기도,시흥시,금이동,37.396725,126.835848
4139011200,경기도,시흥시,과림동,37.441991,126.833014
4139011300,경기도,시흥시,계수동,37.450455,126.813185
4139011700,경기도,시흥시,화정동,37.36099,126.815949
4139011800,경기도,시흥시,능곡동,37.368863,126.812775
4139011900,경기도,시흥시,하중동,37.396478,126.802187
4139012000,경기도,시흥시,하상동,37.391757,126.813594
4139012100,경기도,시흥시,광석동,37.384418,126.81777
4139012200,경기도,시흥시,물왕동,37.385291,126.834222
4139012300,경기도,시흥시,산현동,37.373953,126.836842
4139012400,경기도,시흥시,조남동,37.376751,126.862405
4139012500,경기도,시흥시,논곡동,37.394658,126.85684
4139012600,경기도,시흥시,목감동,37.389504,126.868087
4139012700,경기도,시흥시,거모동,37.348825,126.780309
4139012800,경기도,시흥시,군자동,37.360508,126.793256
4139012900,경기도,시흥시,장현동,37.380972,126.800434
4139013000,경기도,시흥시,장곡동,37.380364,126.782927
4139013100,경기도,시흥시,월곶동,37.384028,126.753369
4139013200,경기도,시흥시,정왕동,37.342152,126.730792
4139013300,경기도,시흥시,죽율동,37.35247,126.761213
4139013400,경기도,시흥시,무지내동,37.418466,126.840141
4141010100,경기도,군포시,당동,37.352031,126.944079
4141010200,경기도,군포시,당정동,37.353965,126.955266
4141010300,경기도,군포시,부곡동,37.327825,126.938114
4141010400,경기도,군포시,산본동,37.370265,126.936359
4141010500,경기도,군포시,금정동,37.363815,126.9431
4141010600,경기도,군포시,둔대동,37.326198,126.8971
4141010700,경기도,군포시,속달동,37.340306,126.902519
4141010800,경기도,군포시,대야미동,37.328593,126.917385
4141010900,경기도,군포시,도마교동,37.314148,126.920911
4143010100,경기도,의왕시,고천동,37.348832,126.972463
4143010200,경기도,의왕시,이동,37.332442,126.956388
4143010300,경기도,의왕시,삼동,37.320192,126.952686
4143010400,경기도,의왕시,왕곡동,37.34386,126.984648
4143010500,경기도,의왕시,오전동,37.355997,126.973352
4143010600,경기도,의왕시,학의동,37.383563,127.009614
4143010700,경기도,의왕시,내손동,37.384143,126.980971
4143010800,경기도,의왕시,청계동,37.395362,127.006074
4143010900,경기도,의왕시,포일동,37.393998,126.988886
4143011000,경기도,의왕시,월암동,37.308425,126.95733
4143011100,경기도,의왕시,초평동,37.313207,126.939129
4145010100,경기도,하남시,천현동,37.531837,127.214564
4145010200,경기도,하남시,하산곡동,37.515511,127.22767
4145010300,경기도,하남시,창우동,37.534571,127.228803
4145010400,경기도,하남시,배알미동,37.526197,127.267826
4145010500,경기도,하남시,상산곡동,37.491911,127.233201
4145010600,경기도,하남시,신장동,37.539778,127.210571
4145010800,경기도,하남시,덕풍동,37.541674,127.202021
4145010900,경기도,하남시,망월동,37.568871,127.19056
4145011000,경기도,하남시,풍산동,37.550112,127.189446
4145011100,경기도,하남시,미사동,37.57097,127.204547
4145011200,경기도,하남시,선동,37.574839,127.182192
4145011300,경기도,하남시,감북동,37.519814,127.15591
4145011400,경기도,하남시,감일동,37.51083,127.147772
4145011500,경기도,하남시,감이동,37.492272,127.160891
4145011600,경기도,하남시,학암동,37.483577,127.153832
4145011700,경기도,하남시,교산동,37.522977,127.204706
4145011800,경기도,하남시,춘궁동,37.523202,127.193182
4145011900,경기도,하남시,하사창동,37.512367,127.201744
4145012000,경기도,하남시,상사창동,37.500581,127.19416
4145012100,경기도,하남시,항동,37.50605,127.190574
4145012200,경기도,하남시,초일동,37.537385,127.183293
4145012300,경기도,하남시,초이동,37.537097,127.169263
4145012400,경기도,하남시,광암동,37.522679,127.173451
4146110100,경기도,용인시 처인구,김량장동,37.235585,127.203674
4146110200,경기도,용인시 처인구,역북동,37.237878,127.190672
4146110300,경기도,용인시 처인구,삼가동,37.241701,127.167729
4146110400,경기도,용인시 처인구,남동,37.222504,127.201982
4146110500,경기도,용인시 처인구,유방동,37.2598,127.204591
4146110600,경기도,용인시 처인구,고림동,37.248537,127.223305
4146110700,경기도,용인시 처인구,마평동,37.232289,127.222798
4146110800,경기도,용인시 처인구,운학동,37.211053,127.239369
4146110900,경기도,용인시 처인구,호동,37.198083,127.246045
4146111000,경기도,용인시 처인구,해곡동,37.188364,127.271713
4146125021,경기도,용인시 처인구,포곡읍,37.286727,127.235167
4146125022,경기도,용인시 처인구,포곡읍,37.27839,127.249269
4146125023,경기도,용인시 처인구,포곡읍,37.2702,127.219936
4146125024,경기도,용인시 처인구,포곡읍,37.276075,127.205821
4146125025,경기도,용인시 처인구,포곡읍,37.275786,127.18942
4146125026,경기도,용인시 처인구,포곡읍,37.298225,127.190986
4146125027,경기도,용인시 처인구,포곡읍,37.283652,127.217516
4146125028,경기도,용인시 처인구,포곡읍,37.299448,127.222519
4146125029,경기도,용인시 처인구,포곡읍,37.312179,127.21903
4146125321,경기도,용인시 처인구,모현읍,37.338811,127.251627
4146125322,경기도,용인시 처인구,모현읍,37.32251,127.244106
4146125323,경기도,용인시 처인구,모현읍,37.309906,127.248387
4146125324,경기도,용인시 처인구,모현읍,37.345332,127.23749
4146125325,경기도,용인시 처인구,모현읍,37.337214,127.221951
4146125326,경기도,용인시 처인구,모현읍,37.339263,127.188006
4146125327,경기도,용인시 처인구,모현읍,37.336305,127.173812
4146125328,경기도,용인시 처인구,모현읍,37.327452,127.155432
4146125621,경기도,용인시 처인구,이동읍,37.1383,127.19983
4146125622,경기도,용인시 처인구,이동읍,37.110342,127.198721
4146125623,경기도,용인시 처인구,이동읍,37.127895,127.224367
4146125624,경기도,용인시 처인구,이동읍,37.146206,127.215799
4146125625,경기도,용인시 처인구,이동읍,37.157235,127.210074
4146125626,경기도,용인시 처인구,이동읍,37.175065,127.20568
4146125627,경기도,용인시 처인구,이동읍,37.176032,127.237161
4146125628,경기도,용인시 처인구,이동읍,37.196081,127.209108
4146125629,경기도,용인시 처인구,이동읍,37.201089,127.174652
4146132021,경기도,용인시 처인구,남사면,37.122438,127.152181
4146132022,경기도,용인시 처인구,남사면,37.149548,127.145336
4146132023,경기도,용인시 처인구,남사면,37.133668,127.129209
4146132024,경기도,용인시 처인구,남사면,37.113691,127.123415
4146132025,경기도,용인시 처인구,남사면,37.098804,127.133275
4146132026,경기도,용인시 처인구,남사면,37.09263,127.154407
4146132027,경기도,용인시 처인구,남사면,37.105357,127.155606
4146132028,경기도,용인시 처인구,남사면,37.112934,127.173704
4146132029,경기도,용인시 처인구,남사면,37.140322,127.178673
4146132030,경기도,용인시 처인구,남사면,37.146834,127.167118
4146132031,경기도,용인시 처인구,남사면,37.166824,127.178294
4146134021,경기도,용인시 처인구,원삼면,37.167146,127.309254
4146134022,경기도,용인시 처인구,원삼면,37.187009,127.300413
4146134023,경기도,용인시 처인구,원삼면,37.203292,127.318779
4146134024,경기도,용인시 처인구,원삼면,37.196841,127.336277
4146134025,경기도,용인시 처인구,원삼면,37.185618,127.321441
4146134026,경기도,용인시 처인구,원삼면,37.157447,127.339603
4146134027,경기도,용인시 처인구,원삼면,37.160826,127.317047
4146134028,경기도,용인시 처인구,원삼면,37.140114,127.311432
4146134029,경기도,용인시 처인구,원삼면,37.124388,127.308748
4146134030,경기도,용인시 처인구,원삼면,37.15132,127.284289
4146134031,경기도,용인시 처인구,원삼면,37.159233,127.292628
4146134032,경기도,용인시 처인구,원삼면,37.175103,127.324919
4146135021,경기도,용인시 처인구,백암면,37.167197,127.374892
4146135022,경기도,용인시 처인구,백암면,37.165026,127.390526
4146135023,경기도,용인시 처인구,백암면,37.141129,127.393457
4146135024,경기도,용인시 처인구,백암면,37.131523,127.409645
4146135025,경기도,용인시 처인구,백암면,37.108398,127.404435
4146135026,경기도,용인시 처인구,백암면,37.119102,127.380593
4146135027,경기도,용인시 처인구,백암면,37.110944,127.367785
4146135028,경기도,용인시 처인구,백암면,37.125889,127.363938
4146135029,경기도,용인시 처인구,백암면,37.14367,127.36827
4146135030,경기도,용인시 처인구,백암면,37.161377,127.361448
4146135031,경기도,용인시 처인구,백암면,37.175778,127.358826
4146135032,경기도,용인시 처인구,백암면,37.191356,127.366467
4146135033,경기도,용인시 처인구,백암면,37.179196,127.346493
4146136021,경기도,용인시 처인구,양지면,37.235556,127.28623
4146136022,경기도,용인시 처인구,양지면,37.225643,127.28437
4146136023,경기도,용인시 처인구,양지면,37.228866,127.319451
4146136024,경기도,용인시 처인구,양지면,37.237594,127.30956
4146136025,경기도,용인시 처인구,양지면,37.251101,127.320403
4146136026,경기도,용인시 처인구,양지면,37.265386,127.333114
4146136027,경기도,용인시 처인구,양지면,37.265611,127.291237
4146136028,경기도,용인시 처인구,양지면,37.263727,127.267855
4146136029,경기도,용인시 처인구,양지면,37.248706,127.251287
4146136030,경기도,용인시 처인구,양지면,37.223651,127.255838
4146310100,경기도,용인시 기흥구,신갈동,37.277812,127.104597
4146310200,경기도,용인시 기흥구,구갈동,37.277083,127.11873
4146310300,경기도,용인시 기흥구,상갈동,37.266765,127.106933
4146310400,경기도,용인시 기흥구,하갈동,37.257343,127.094121
4146310500,경기도,용인시 기흥구,보라동,37.255024,127.110297
4146310600,경기도,용인시 기흥구,지곡동,37.24371,127.135297
4146310700,경기도,용인시 기흥구,공세동,37.238641,127.108086
4146310800,경기도,용인시 기흥구,고매동,37.224593,127.110556
4146310900,경기도,용인시 기흥구,농서동,37.228722,127.076272
4146311000,경기도,용인시 기흥구,서천동,37.24076,127.074749
4146311100,경기도,용인시 기흥구,영덕동,37.271742,127.08248
4146311200,경기도,용인시 기흥구,언남동,37.293747,127.124274
4146311300,경기도,용인시 기흥구,마북동,37.301625,127.117817
4146311400,경기도,용인시 기흥구,청덕동,37.29349,127.147352
4146311500,경기도,용인시 기흥구,동백동,37.286403,127.159853
4146311600,경기도,용인시 기흥구,중동,37.269945,127.15754
4146311700,경기도,용인시 기흥구,상하동,37.264686,127.142435
4146311800,경기도,용인시 기흥구,보정동,37.311788,127.106878
4146510100,경기도,용인시 수지구,풍덕천동,37.325219,127.097186
4146510200,경기도,용인시 수지구,죽전동,37.329829,127.118405
4146510300,경기도,용인시 수지구,동천동,37.341776,127.081133
4146510400,경기도,용인시 수지구,고기동,37.357721,127.053183
4146510500,경기도,용인시 수지구,신봉동,37.331887,127.06041
4146510600,경기도,용인시 수지구,성복동,37.318759,127.062055
4146510700,경기도,용인시 수지구,상현동,37.302677,127.079417
4148010100,경기도,파주시,금촌동,37.761478,126.772899
4148010200,경기도,파주시,아동동,37.763887,126.785339
4148010400,경기도,파주시,야동동,37.776319,126.762489
4148010500,경기도,파주시,검산동,37.780456,126.743227
4148010600,경기도,파주시,맥금동,37.778803,126.728317
4148010700,경기도,파주시,교하동,37.751912,126.746863
4148010800,경기도,파주시,야당동,37.714408,126.766373
4148010900,경기도,파주시,다율동,37.733419,126.719501
4148011000,경기도,파주시,오도동,37.74785,126.726149
4148011100,경기도,파주시,상지석동,37.72733,126.7794
4148011200,경기도,파주시,산남동,37.700191,126.699202
4148011300,경기도,파주시,동패동,37.710276,126.730046
4148011400,경기도,파주시,당하동,37.741564,126.748032
4148011500,경기도,파주시,문발동,37.720504,126.701282
4148011600,경기도,파주시,송촌동,37.747785,126.691441
4148011700,경기도,파주시,목동동,37.727237,126.74069
4148011800,경기도,파주시,하지석동,37.758909,126.745992
4148011900,경기도,파주시,서패동,37.714296,126.695859
4148012000,경기도,파주시,신촌동,37.733022,126.697042
4148012100,경기도,파주시,연다산동,37.742456,126.710678
4148012200,경기도,파주시,와동동,37.733331,126.754246
4148012300,경기도,파주시,금릉동,37.752534,126.781805
4148025021,경기도,파주시,문산읍,37.858083,126.783436
4148025022,경기도,파주시,문산읍,37.867703,126.77576
4148025023,경기도,파주시,문산읍,37.864126,126.800425
4148025024,경기도,파주시,문산읍,37.885036,126.794702
4148025025,경기도,파주시,문산읍,37.882341,126.776784
4148025026,경기도,파주시,문산읍,37.875478,126.75482
4148025027,경기도,파주시,문산읍,37.891207,126.759687
4148025028,경기도,파주시,문산읍,37.898004,126.775352
4148025029,경기도,파주시,문산읍,37.84241,126.766406
4148025030,경기도,파주시,문산읍,37.866941,126.831861
4148025321,경기도,파주시,파주읍,37.844838,126.795033
4148025322,경기도,파주시,파주읍,37.852314,126.814548
4148025323,경기도,파주시,파주읍,37.815047,126.827458
4148025324,경기도,파주시,파주읍,37.823155,126.796758
4148025325,경기도,파주시,파주읍,37.805264,126.809511
4148025326,경기도,파주시,파주읍,37.831794,126.816646
4148025327,경기도,파주시,파주읍,37.828194,126.838413
4148025621,경기도,파주시,법원읍,37.865259,126.931941
4148025622,경기도,파주시,법원읍,37.852415,126.88086
4148025623,경기도,파주시,법원읍,37.85159,126.863582
4148025624,경기도,파주시,법원읍,37.863404,126.851265
4148025625,경기도,파주시,법원읍,37.845805,126.870001
4148025626,경기도,파주시,법원읍,37.831994,126.877441
4148025627,경기도,파주시,법원읍,37.850174,126.908776
